system_id,ra_deg,dec_deg,snr,z,planck_name,mcxc_cross_id,act_cross_id,spt_cross_id,source
MCXC J2014.8-2430,303.7003493,-24.5105117,8.67636,0.161200,PSZ2 G018.32-28.50,J2014.8-2430,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2003.5-2323,300.8655664,-23.3915128,11.34157,0.317100,PSZ2 G018.54-25.69,J2003.5-2323,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G018.64-83.11,5.2542949,-28.6217240,4.62228,-1.000000,PSZ2 G018.64-83.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G018.73+23.56,255.5775358,-1.0240251,7.51618,0.089000,PSZ2 G018.73+23.56,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G018.73-15.49,290.7770614,-19.3991765,4.84424,-1.000000,PSZ2 G018.73-15.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G018.76-61.65,340.6369626,-30.3150463,5.03814,-1.000000,PSZ2 G018.76-61.65,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1706.4-0132,256.6066931,-1.5032817,6.33571,0.091200,PSZ2 G018.84+22.43,J1706.4-0132,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G018.92-33.64,309.2781317,-25.5929829,4.77180,-1.000000,PSZ2 G018.92-33.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G019.12+31.23,249.1227334,3.1476374,7.52636,0.280000,PSZ2 G019.12+31.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0011.3-2851,2.8223237,-28.8688278,8.86259,0.062000,PSZ2 G019.48-80.97,J0011.3-2851,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G020.08+37.47,244.0674803,6.9137150,4.72731,0.332806,PSZ2 G020.08+37.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G020.21-36.84,313.0083370,-25.4826159,5.17455,-1.000000,PSZ2 G020.21-36.84,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G020.49-47.35,324.4985053,-27.7270179,4.99537,-1.000000,PSZ2 G020.49-47.35,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G020.66+37.99,243.8319244,7.5709252,5.35110,0.345133,PSZ2 G020.66+37.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G021.02-29.04,305.1024838,-22.4479020,4.88909,-1.000000,PSZ2 G021.02-29.04,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G021.08+38.00,243.9821976,7.8598340,5.37691,0.381500,PSZ2 G021.08+38.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1632.7+0534,248.1988722,5.5921886,16.31857,0.151400,PSZ2 G021.10+33.24,J1632.7+0534,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G021.36-43.02,319.8962353,-26.2017251,5.54686,0.380000,PSZ2 G021.36-43.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G022.03+17.75,262.1523015,-1.2175534,6.20045,-1.000000,PSZ2 G022.03+17.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2102.1-2431,315.5511138,-24.5728726,5.06137,0.188000,PSZ2 G022.12-38.81,J2102.1-2431,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G022.98+19.49,261.0687148,0.4154682,5.19207,0.404400,PSZ2 G022.98+19.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G023.05+20.52,260.1954405,0.9684972,5.57412,-1.000000,PSZ2 G023.05+20.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1306.0+2630,196.4731079,26.5261837,5.34141,0.306300,PSZ2 G023.17+86.71,J1306.0+2630,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1930.0-1509,292.4921503,-15.1935254,5.00560,0.082900,PSZ2 G023.40-15.26,J1930.0-1509,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G023.87-13.88,291.3960142,-14.2055305,4.90816,-1.000000,PSZ2 G023.87-13.88,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1715.2+0309,258.8351714,3.1718234,5.99790,0.164700,PSZ2 G024.44+22.76,J1715.2+0309,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G024.46-18.08,295.5950788,-15.4357560,6.97577,-1.000000,PSZ2 G024.46-18.08,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G025.02-41.49,319.0394079,-23.1940252,6.42499,-1.000000,PSZ2 G025.02-41.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G025.07-78.64,0.0902461,-28.1002628,6.21720,-1.000000,PSZ2 G025.07-78.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2347.7-2808,356.9603376,-28.1425857,8.07377,0.030000,PSZ2 G025.13-75.88,J2347.7-2808,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G025.89-46.67,324.6775050,-23.9849329,4.93352,-1.000000,PSZ2 G025.89-46.67,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G026.09-25.62,303.4277679,-17.0251996,4.64855,-1.000000,PSZ2 G026.09-25.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G026.34-58.64,337.6571827,-26.2663523,4.54593,-1.000000,PSZ2 G026.34-58.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G026.73-38.94,316.8428413,-21.1840067,8.42102,0.202000,PSZ2 G026.73-38.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.23+15.73,266.2912277,2.2181935,4.89738,-1.000000,PSZ2 G027.23+15.73,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.28+23.79,259.1370903,5.9641825,4.70543,-1.000000,PSZ2 G027.28+23.79,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.39+15.39,266.6611649,2.1910506,5.22816,-1.000000,PSZ2 G027.39+15.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.77+10.88,270.8407059,0.4326642,6.41661,-1.000000,PSZ2 G027.77+10.88,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.77-49.72,328.2464403,-23.5522864,4.59963,-1.000000,PSZ2 G027.77-49.72,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.81-45.93,324.2875033,-22.5132554,5.24201,-1.000000,PSZ2 G027.81-45.93,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.92+15.54,266.7671927,2.7115200,4.53575,-1.000000,PSZ2 G027.92+15.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G027.99-69.85,350.2087969,-27.0299802,4.56345,-1.000000,PSZ2 G027.99-69.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G028.05+25.43,257.9791287,7.3229711,8.21688,0.284000,PSZ2 G028.05+25.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1804.1+0042,271.0559615,0.6584937,6.03667,0.088200,PSZ2 G028.08+10.79,J1804.1+0042,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G028.15-08.62,288.4216367,-8.1405854,7.66655,-1.000000,PSZ2 G028.15-08.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1540.1+1752,235.0331729,17.8986616,6.91491,0.091600,PSZ2 G028.63+50.15,J1540.1+1752,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2048.1-1750,312.0614471,-17.8089661,8.73780,0.147500,PSZ2 G028.77-33.56,J2048.1-1750,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1500.3+2121,225.0904835,21.3594324,7.52451,0.153000,PSZ2 G028.89+60.13,J1500.3+2121,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1602.3+1601,240.5867533,16.0912718,15.76490,0.035300,PSZ2 G029.06+44.55,J1602.3+1601,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G029.55-60.16,339.6533439,-24.9363062,5.02650,-1.000000,PSZ2 G029.55-60.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G029.66-47.63,326.4342608,-21.7802240,5.74469,-1.000000,PSZ2 G029.66-47.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G029.80-17.40,297.1337388,-10.5277573,9.00660,-1.000000,PSZ2 G029.80-17.40,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G029.87-17.81,297.5458413,-10.6418568,4.91087,-1.000000,PSZ2 G029.87-17.81,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G030.27-16.94,296.9130194,-9.9282125,5.43023,-1.000000,PSZ2 G030.27-16.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G030.70+09.44,273.4416566,2.3314015,5.11550,-1.000000,PSZ2 G030.70+09.44,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G030.90+34.37,250.8441049,13.3853348,4.93896,0.181900,PSZ2 G030.90+34.37,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G031.37-71.95,352.6812052,-26.1712860,4.72892,-1.000000,PSZ2 G031.37-71.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G031.41-19.16,299.4189763,-9.8989724,5.69411,-1.000000,PSZ2 G031.41-19.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1341.8+2622,205.4709303,26.3684406,7.46826,0.072400,PSZ2 G031.93+78.71,J1341.8+2622,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G032.12-14.96,295.8916172,-7.4624139,9.11884,-1.000000,PSZ2 G032.12-14.96,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G032.13-44.36,323.6921253,-19.1306933,5.48598,-1.000000,PSZ2 G032.13-44.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G032.31+66.07,219.2979138,24.3892375,5.13800,-1.000000,PSZ2 G032.31+66.07,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G032.77+19.69,265.1224844,8.7112379,4.78475,-1.000000,PSZ2 G032.77+19.69,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G033.27-17.54,298.7166445,-7.6030832,6.85451,-1.000000,PSZ2 G033.27-17.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2152.4-1933,328.0814429,-19.6129192,11.23937,0.094300,PSZ2 G033.46-48.43,J2152.4-1933,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1348.8+2635,207.2220525,26.5945953,19.26542,0.062200,PSZ2 G033.81+77.18,J1348.8+2635,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G033.83-46.57,326.3152120,-18.7555147,5.52538,-1.000000,PSZ2 G033.83-46.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2351.6-2605,357.9273591,-26.0953029,12.60114,0.226400,PSZ2 G033.97-76.61,J2351.6-2605,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1539.6+2147,234.8593032,21.7896687,6.87962,0.041100,PSZ2 G034.38+51.57,J1539.6+2147,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G034.78+31.71,254.6902504,15.3198423,4.99950,0.480000,PSZ2 G034.78+31.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G035.89-61.39,341.7593232,-22.2282481,4.73259,-1.000000,PSZ2 G035.89-61.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G036.09-17.43,299.8263339,-5.1483475,5.37039,-1.000000,PSZ2 G036.09-17.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G036.36+16.01,269.9844534,10.1964111,4.58176,-1.000000,PSZ2 G036.36+16.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G036.69-15.67,298.5192033,-3.8396860,5.69272,-1.000000,PSZ2 G036.69-15.67,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1804.4+1002,271.1293648,10.0552970,9.68264,0.152500,PSZ2 G036.73+14.93,J1804.4+1002,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G036.77-16.51,299.2989290,-4.1504137,4.62819,-1.000000,PSZ2 G036.77-16.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G036.80-14.95,297.9201625,-3.4116349,4.72938,-1.000000,PSZ2 G036.80-14.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2326.2-2406,351.5252236,-24.1206541,5.05320,0.088000,PSZ2 G037.05-70.55,J2326.2-2406,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G037.25-16.27,299.2983320,-3.6387063,5.07099,-1.000000,PSZ2 G037.25-16.27,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G037.31-21.54,304.0323134,-5.9840183,4.96123,-1.000000,PSZ2 G037.31-21.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G037.48+71.52,213.6348242,27.0555020,7.40165,0.480965,PSZ2 G037.48+71.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G037.67+15.71,270.8099351,11.2055219,7.09012,-1.000000,PSZ2 G037.67+15.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G037.69-46.87,327.6175442,-16.3991623,5.90356,0.263000,PSZ2 G037.69-46.87,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G038.68+24.50,262.9725511,15.6778473,5.44055,0.083600,PSZ2 G038.68+24.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2151.8-1543,327.9887435,-15.6133520,5.55850,0.061400,PSZ2 G038.95-46.90,J2151.8-1543,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G039.21-75.96,357.4653192,-24.7552547,4.56029,0.243501,PSZ2 G039.21-75.96,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2243.0-2009,340.7698037,-20.1640435,5.42175,0.135900,PSZ2 G039.32-59.88,J2243.0-2009,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G039.34+73.28,211.6932210,27.7299404,4.61231,0.566447,PSZ2 G039.34+73.28,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2127.1-1209,321.7514441,-12.1616651,10.21498,0.176000,PSZ2 G039.85-39.96,J2127.1-1209,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G039.86+18.70,268.9272196,14.3619665,4.55833,-1.000000,PSZ2 G039.86+18.70,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2216.9-1725,334.2369494,-17.4076141,6.02018,0.130100,PSZ2 G039.98-53.12,J2216.9-1725,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1359.2+2758,209.8162599,27.9650740,9.28746,0.061200,PSZ2 G040.03+74.95,J1359.2+2758,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G040.11-42.58,324.2706321,-13.0963348,5.08387,-1.000000,PSZ2 G040.11-42.58,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1643.3+2131,250.7979348,21.5437922,4.77979,0.153500,PSZ2 G040.28+37.36,J1643.3+2131,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1349.3+2806,207.3621979,28.0946094,7.61657,0.074800,PSZ2 G040.58+77.12,J1349.3+2806,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2312.3-2130,348.1084422,-21.5507349,5.21311,0.110800,PSZ2 G041.43-66.81,J2312.3-2130,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1717.8+1940,259.4664801,19.6925477,9.38972,0.178000,PSZ2 G041.45+29.10,J1717.8+1940,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G041.69+21.68,266.8049624,17.1309217,4.50562,0.479000,PSZ2 G041.69+21.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G042.19+63.00,223.3831236,28.1217469,4.89720,0.256841,PSZ2 G042.19+63.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G042.32+17.48,271.0698533,15.9973002,6.17306,0.458000,PSZ2 G042.32+17.48,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G042.53+35.20,253.6242588,22.5908722,4.67444,0.181100,PSZ2 G042.53+35.20,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G042.54+18.02,270.6433998,16.4013953,4.78788,-1.000000,PSZ2 G042.54+18.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1522.4+2742,230.6170706,27.6947200,12.50101,0.072300,PSZ2 G042.81+56.61,J1522.4+2742,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0020.7-2542,5.1724744,-25.7138057,8.43762,0.141000,PSZ2 G042.81-82.97,J0020.7-2542,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G043.44-41.27,324.1836115,-10.2966166,5.55255,-1.000000,PSZ2 G043.44-41.27,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2244.5-1744,341.1382436,-17.7168860,4.88407,0.132500,PSZ2 G044.07-59.30,J2244.5-1744,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1558.3+2713,239.6004710,27.2122534,28.38608,0.089400,PSZ2 G044.20+48.66,J1558.3+2713,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G044.21+52.13,235.7544571,27.8333101,4.64078,-1.000000,PSZ2 G044.21+52.13,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G044.46-65.42,347.1738916,-19.9184041,6.40890,0.082900,PSZ2 G044.46-65.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G044.58-20.46,306.2812057,0.5188419,6.58596,0.274600,PSZ2 G044.58-20.46,,ACT-CL J2025.2+0030,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2214.9-1400,333.7654656,-13.9876674,8.27208,0.502700,PSZ2 G044.77-51.30,J2214.9-1400,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G044.83+10.02,279.1641070,15.0804792,9.27041,-1.000000,PSZ2 G044.83+10.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.04+30.38,259.3115246,23.0598388,4.63608,0.160300,PSZ2 G045.04+30.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2145.9-1006,326.4720469,-10.0924216,6.89083,0.080800,PSZ2 G045.10-43.18,J2145.9-1006,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.13+67.78,217.9958390,29.5566539,6.62170,0.219100,PSZ2 G045.13+67.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.20+15.63,274.0145937,17.7621651,4.65034,-1.000000,PSZ2 G045.20+15.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2129.4-0741,322.3544372,-7.7089217,6.34199,0.594000,PSZ2 G045.32-38.46,J2129.4-0741,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.47+17.80,272.0322170,18.8742908,4.66988,-1.000000,PSZ2 G045.47+17.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.50-08.62,296.3535003,7.0747460,5.63260,-1.000000,PSZ2 G045.50-08.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2125.2-0657,321.3199099,-6.9781362,4.97345,0.115300,PSZ2 G045.50-37.21,J2125.2-0657,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.51+16.26,273.5348711,18.2928421,5.53543,0.240000,PSZ2 G045.51+16.26,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.87+57.70,229.5873723,29.4695748,5.41590,0.611000,PSZ2 G045.87+57.70,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G045.96-26.94,312.5348829,-1.5905275,5.10409,-1.000000,PSZ2 G045.96-26.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1731.6+2251,262.9273037,22.8751267,8.99643,0.389000,PSZ2 G046.10+27.18,J1731.6+2251,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G046.13+30.72,259.2810682,24.0645679,4.94378,0.569000,PSZ2 G046.13+30.72,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G046.26-70.47,352.4470700,-21.1698970,5.06944,0.143100,PSZ2 G046.26-70.47,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G046.36-06.83,295.1839418,8.6860484,5.23598,-1.000000,PSZ2 G046.36-06.83,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G046.39+11.71,278.2491827,17.1920439,4.62333,-1.000000,PSZ2 G046.39+11.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2210.3-1210,332.5693139,-12.1777218,12.55573,0.084600,PSZ2 G046.47-49.44,J2210.3-1210,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1524.1+2955,231.0468928,29.9128747,12.92534,0.114500,PSZ2 G046.88+56.48,J1524.1+2955,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G047.48+37.37,252.5786973,27.0351194,4.96519,0.240000,PSZ2 G047.48+37.37,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G047.53+08.55,281.7441112,16.8431644,6.55390,-1.000000,PSZ2 G047.53+08.55,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2248.5-1606,342.1205959,-16.1084427,5.72031,0.247200,PSZ2 G047.71-59.47,J2248.5-1606,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2251.0-1624,342.7583654,-16.4001504,6.71279,0.122100,PSZ2 G047.73-60.15,J2251.0-1624,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2202.0-0949,330.5730593,-9.8894681,5.35043,0.080900,PSZ2 G048.08-46.63,J2202.0-0949,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G048.09+27.18,263.5648682,24.5443469,4.70094,0.736080,PSZ2 G048.09+27.18,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1521.2+3038,230.3160862,30.6278283,9.92657,0.077700,PSZ2 G048.10+57.16,J1521.2+3038,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G048.21-65.00,347.4397251,-18.3100163,4.83178,0.420000,PSZ2 G048.21-65.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G048.24-51.59,335.0523387,-12.1975324,6.25937,0.544000,PSZ2 G048.24-51.59,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G048.39-16.78,304.8894450,5.4829465,4.57623,-1.000000,PSZ2 G048.39-16.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G048.47+34.86,255.5350510,27.1466809,5.74142,-1.000000,PSZ2 G048.47+34.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1539.8+3043,234.9669400,30.6959593,4.84985,0.098000,PSZ2 G048.75+53.18,J1539.8+3043,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2050.7+0123,312.6791239,1.3960003,5.56195,0.333400,PSZ2 G048.91-25.55,J2050.7+0123,ACT-CL J2050.7+0123,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G049.09+25.23,265.9154753,24.7403204,6.09655,0.141000,PSZ2 G049.09+25.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1444.3+3114,221.1193584,31.2333630,6.14944,0.234000,PSZ2 G049.18+65.05,J1444.3+3114,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1720.1+2637,260.0217248,26.6315826,11.75388,0.164400,PSZ2 G049.22+30.87,J1720.1+2637,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1620.5+2953,245.1403524,29.8941366,7.98890,0.097200,PSZ2 G049.32+44.37,J1620.5+2953,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2214.5-1022,333.6176062,-10.3524379,8.15535,0.098000,PSZ2 G049.69-49.46,J2214.5-1022,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
